OrderID,OrderDate,SKU,Category,RegionCode,Channel,Segment,SalesRep,Quantity,UnitPrice,Discount,NetRevenue,COGS,OrderStatus
ORD-103155,2025-04-01,SKU-1018,Laptops,UKI,Direct,Enterprise,Sana Lindqvist,4,2719.05,0,10876.2,7095.88,Pending
ORD-103619,2025-04-01,SKU-1021,Monitors,NA-E,Partner,Mid-Market,Fatima Dahl,1,444.75,0,444.75,303.16,Shipped
ORD-101036,2025-04-02,SKU-1102,Accessories,DACH,Online,Consumer,Paulo Carvalho,17,198.44,0,3373.48,1568.42,Shipped
ORD-101827,2025-04-02,SKU-1051,Peripherals,NA-W,Partner,SMB,Ada Singh,1,311.03,0.05,295.48,178.18,Returned
ORD-104713,2025-04-02,SKU-1102,Accessories,NA-W,Direct,SMB,Ada Singh,4,198.44,0.1,714.38,369.04,Returned
ORD-104850,2025-04-02,SKU-1093,Storage,NA-E,Partner,Consumer,Viktor Zhang,2,856.06,0,1712.12,1256.56,Shipped
ORD-100307,2025-04-03,SKU-1068,Networking,LATAM,Partner,Enterprise,Viktor Zhang,3,782.54,0.25,1760.71,1389.75,Shipped
ORD-101207,2025-04-03,SKU-1031,Monitors,NORDIC,Direct,SMB,Thea Ibrahim,13,953.0,0.05,11769.55,8681.79,Shipped
ORD-104304,2025-04-03,SKU-1004,Laptops,NORDIC,Online,Enterprise,Yusuf Mbeki,3,3198.86,0.2,7677.26,6657.27,Shipped
ORD-100218,2025-04-04,SKU-1090,Storage,NA-W,Direct,Enterprise,Elena Kaur,6,853.08,0.15,4350.71,3380.04,Shipped
ORD-101855,2025-04-04,SKU-1112,Accessories,NA-E,Partner,Consumer,Wei Tanaka,11,160.4,0,1764.4,813.78,Shipped
ORD-104806,2025-04-04,SKU-1066,Networking,UKI,Retail,SMB,Rosa Marchetti,1,491.43,0,491.43,287.69,Pending
ORD-100414,2025-04-05,SKU-1018,Laptops,UKI,Online,SMB,Uma Okafor,1,2719.05,0.05,2583.1,1773.97,Shipped
ORD-100975,2025-04-05,SKU-1038,Monitors,NA-W,Online,Enterprise,Bao Alvarez,2,829.48,0.1,1493.06,1108.66,Shipped
ORD-101204,2025-04-05,SKU-1050,Peripherals,NORDIC,Online,Mid-Market,Yusuf Fontaine,4,335.4,0.05,1274.52,758.76,Shipped
ORD-101314,2025-04-05,SKU-1070,Networking,DACH,Partner,SMB,Kwame Abara,5,1052.94,0.2,4211.76,3150.4,Shipped
ORD-101562,2025-04-05,SKU-1075,Networking,NA-E,Partner,SMB,Chen Iversen,1,1273.44,0,1273.44,736.87,Shipped
ORD-102514,2025-04-05,SKU-1095,Storage,APAC-N,Online,Mid-Market,Amara Dahl,3,537.52,0.25,1209.42,1155.51,Shipped
ORD-102602,2025-04-05,SKU-1036,Monitors,UKI,Direct,SMB,Rosa Weber,2,1180.66,0.25,1770.99,1534.66,Shipped
ORD-103366,2025-04-05,SKU-1056,Peripherals,NA-W,Online,SMB,Fatima Iversen,2,45.14,0.2,72.22,45.24,Returned
ORD-102512,2025-04-06,SKU-1105,Accessories,APAC-S,Partner,SMB,Hana Rossi,8,139.86,0.2,895.1,487.76,Shipped
ORD-102818,2025-04-06,SKU-1018,Laptops,DACH,Direct,SMB,Yusuf Fontaine,1,2719.05,0.05,2583.1,1773.97,Shipped
ORD-103899,2025-04-06,SKU-1116,Accessories,NA-E,Retail,Consumer,Sana Lindqvist,1,147.71,0.15,125.55,72.53,Shipped
ORD-100718,2025-04-07,SKU-1005,Laptops,NORDIC,Direct,Mid-Market,Fatima Dahl,2,1611.9,0.15,2740.23,2064.58,Shipped
ORD-100956,2025-04-07,SKU-1079,Networking,APAC-N,Online,Consumer,Zara Fontaine,1,453.79,0.05,431.1,286.76,Shipped
ORD-102123,2025-04-07,SKU-1007,Laptops,NA-W,Partner,Enterprise,Malik Andersen,2,1513.38,0,3026.76,2123.48,Pending
ORD-103825,2025-04-07,SKU-1102,Accessories,APAC-N,Direct,Mid-Market,Elena Okafor,7,198.44,0.1,1250.17,645.82,Shipped
ORD-100838,2025-04-08,SKU-1025,Monitors,NA-W,Retail,Enterprise,Sana Lindqvist,5,577.77,0.2,2311.08,1990.05,Shipped
ORD-100918,2025-04-08,SKU-1021,Monitors,NA-W,Direct,Enterprise,Elena Laurent,1,444.75,0.1,400.28,303.16,Shipped
ORD-101652,2025-04-08,SKU-1060,Peripherals,APAC-N,Direct,SMB,Sana Lindqvist,12,299.52,0,3594.24,2035.8,Shipped
ORD-101729,2025-04-08,SKU-1118,Accessories,UKI,Online,Enterprise,Uma Sandoval,7,143.1,0.2,801.36,403.48,Returned
ORD-102209,2025-04-08,SKU-1086,Storage,APAC-N,Partner,SMB,Greta Haddad,1,1066.03,0.05,1012.73,706.44,Returned
ORD-103618,2025-04-08,SKU-1028,Monitors,APAC-S,Partner,SMB,Uma Sandoval,7,1296.45,0.05,8621.39,5855.99,Returned
ORD-100891,2025-04-09,SKU-1080,Networking,APAC-S,Online,Enterprise,Sana Lindqvist,2,788.65,0,1577.3,1033.26,Pending
ORD-102660,2025-04-09,SKU-1109,Accessories,NA-W,Partner,Enterprise,Fatima Dahl,5,131.89,0.25,494.59,297.15,Pending
ORD-102778,2025-04-09,SKU-1120,Accessories,APAC-N,Online,Consumer,Thea Delgado,2,210.18,0.15,357.31,172.34,Returned
ORD-103305,2025-04-09,SKU-1051,Peripherals,APAC-S,Partner,Mid-Market,Viktor Zhang,1,311.03,0,311.03,178.18,Returned
ORD-104401,2025-04-09,SKU-1094,Storage,NORDIC,Direct,SMB,Nadia Kowalski,2,321.11,0.25,481.67,449.78,Shipped
ORD-100576,2025-04-10,SKU-1043,Peripherals,DACH,Partner,SMB,Bruno Zhang,3,212.9,0.05,606.76,339.45,Pending
ORD-101852,2025-04-10,SKU-1055,Peripherals,NA-W,Online,Mid-Market,Elena Laurent,2,77.77,0.15,132.21,78.36,Returned
ORD-102381,2025-04-10,SKU-1099,Storage,UKI,Partner,Mid-Market,Ada Zimmerman,2,881.67,0.2,1410.67,1187.78,Pending
ORD-102624,2025-04-10,SKU-1090,Storage,APAC-N,Online,SMB,Yusuf Fontaine,2,853.08,0.2,1364.93,1126.68,Shipped
ORD-104074,2025-04-10,SKU-1113,Accessories,NORDIC,Online,Enterprise,Paulo Carvalho,1,23.87,0.2,19.1,10.45,Shipped
ORD-103336,2025-04-11,SKU-1119,Accessories,LATAM,Retail,Enterprise,Elena Laurent,6,84.73,0.1,457.54,249.36,Shipped
ORD-103912,2025-04-11,SKU-1019,Laptops,DACH,Direct,SMB,Fatima Bennett,2,1704.93,0.1,3068.87,2350.94,Shipped
ORD-104963,2025-04-11,SKU-1054,Peripherals,APAC-S,Direct,Enterprise,Ada Vargas,1,210.36,0,210.36,104.59,Returned
ORD-101545,2025-04-12,SKU-1035,Monitors,NA-E,Direct,Mid-Market,Thea Delgado,6,1114.67,0.1,6019.22,4578.06,Returned
ORD-101573,2025-04-12,SKU-1086,Storage,NORDIC,Direct,Enterprise,Yusuf Mbeki,5,1066.03,0,5330.15,3532.2,Shipped
ORD-102265,2025-04-12,SKU-1075,Networking,NA-W,Online,Mid-Market,Thea Ibrahim,1,1273.44,0.2,1018.75,736.87,Shipped
ORD-103003,2025-04-12,SKU-1118,Accessories,NA-E,Online,Enterprise,Viktor Zhang,2,143.1,0,286.2,115.28,Shipped
ORD-103087,2025-04-12,SKU-1055,Peripherals,NA-E,Retail,Enterprise,Elena Kaur,3,77.77,0,233.31,117.54,Shipped
ORD-103768,2025-04-12,SKU-1052,Peripherals,NA-W,Online,Mid-Market,Elena Okafor,1,310.49,0,310.49,159.28,Pending
ORD-104748,2025-04-12,SKU-1069,Networking,UKI,Direct,Mid-Market,Ada Zimmerman,1,640.52,0.15,544.44,390.62,Shipped
ORD-100615,2025-04-13,SKU-1019,Laptops,NA-E,Direct,SMB,Viktor Zhang,3,1704.93,0.1,4603.31,3526.41,Shipped
ORD-101135,2025-04-14,SKU-1026,Monitors,UKI,Partner,SMB,Chen Iversen,2,371.18,0.2,593.89,508.04,Shipped
ORD-102350,2025-04-14,SKU-1070,Networking,NA-W,Online,Mid-Market,Elena Laurent,2,1052.94,0.25,1579.41,1260.16,Shipped
ORD-103352,2025-04-14,SKU-1041,Peripherals,NA-W,Direct,Enterprise,Uma Okafor,4,371.64,0,1486.56,845.08,Shipped
ORD-103705,2025-04-14,SKU-1038,Monitors,NA-E,Online,Enterprise,Malik Eriksen,3,829.48,0,2488.44,1662.99,Shipped
ORD-100903,2025-04-15,SKU-1062,Networking,APAC-N,Direct,Mid-Market,Amara Dahl,3,864.38,0.2,2074.51,1625.07,Shipped
ORD-100933,2025-04-15,SKU-1020,Laptops,NA-W,Partner,Mid-Market,Thea Delgado,3,3674.26,0,11022.78,7172.16,Shipped
ORD-102755,2025-04-15,SKU-1068,Networking,DACH,Direct,Enterprise,Bao Alvarez,16,782.54,0.15,10642.54,7412.0,Shipped
ORD-103266,2025-04-15,SKU-1012,Laptops,NA-W,Direct,SMB,Yusuf Mbeki,1,3047.46,0.05,2895.09,2102.39,Shipped
ORD-103406,2025-04-15,SKU-1056,Peripherals,DACH,Partner,Enterprise,Bao Kaur,1,45.14,0,45.14,22.62,Shipped
ORD-103813,2025-04-15,SKU-1054,Peripherals,APAC-N,Partner,SMB,Petra Ibrahim,2,210.36,0.05,399.68,209.18,Shipped
ORD-104162,2025-04-15,SKU-1115,Accessories,APAC-S,Online,Mid-Market,Amara Dahl,8,201.56,0.05,1531.86,766.88,Returned
ORD-101062,2025-04-16,SKU-1050,Peripherals,NA-W,Partner,Mid-Market,Yusuf Mbeki,6,335.4,0.25,1509.3,1138.14,Returned
ORD-101094,2025-04-16,SKU-1048,Peripherals,NA-E,Online,Consumer,Amara Dahl,3,405.97,0.25,913.43,601.92,Shipped
ORD-102031,2025-04-16,SKU-1057,Peripherals,NA-E,Direct,Enterprise,Malik Eriksen,5,457.5,0.2,1830.0,1142.65,Shipped
ORD-102210,2025-04-16,SKU-1114,Accessories,NA-W,Direct,SMB,Ada Singh,4,150.14,0.15,510.48,289.88,Shipped
ORD-104003,2025-04-16,SKU-1090,Storage,LATAM,Direct,Enterprise,Yara Eriksen,4,853.08,0.15,2900.47,2253.36,Returned
ORD-104320,2025-04-16,SKU-1038,Monitors,DACH,Direct,SMB,Bao Kaur,2,829.48,0.05,1576.01,1108.66,Shipped
ORD-104549,2025-04-16,SKU-1012,Laptops,NA-W,Online,Enterprise,Kwame Abara,2,3047.46,0,6094.92,4204.78,Returned
ORD-103286,2025-04-17,SKU-1038,Monitors,DACH,Online,SMB,Rania Kaur,1,829.48,0,829.48,554.33,Pending
ORD-104660,2025-04-17,SKU-1065,Networking,NA-W,Partner,SMB,Zara Fontaine,3,417.19,0,1251.57,717.72,Shipped
ORD-100235,2025-04-18,SKU-1067,Networking,NA-W,Online,SMB,Bao Kaur,1,254.78,0,254.78,153.76,Pending
ORD-100978,2025-04-18,SKU-1076,Networking,NORDIC,Direct,Mid-Market,Emeka Lindqvist,8,1719.15,0,13753.2,8234.24,Shipped
ORD-102256,2025-04-18,SKU-1016,Laptops,NA-W,Direct,Mid-Market,Greta Haddad,4,3292.27,0.25,9876.81,8912.16,Shipped
ORD-102891,2025-04-18,SKU-1073,Networking,NA-W,Partner,SMB,Yusuf Fontaine,3,347.65,0,1042.95,679.26,Shipped
ORD-104102,2025-04-18,SKU-1081,Storage,DACH,Online,Enterprise,Amara Dahl,5,427.43,0,2137.15,1478.9,Returned
ORD-100825,2025-04-19,SKU-1003,Laptops,NA-W,Partner,SMB,Malik Kowalski,1,2349.75,0.1,2114.78,1512.37,Shipped
ORD-101071,2025-04-19,SKU-1069,Networking,NA-W,Online,Enterprise,Wei Tanaka,1,640.52,0.05,608.49,390.62,Shipped
ORD-101124,2025-04-19,SKU-1038,Monitors,LATAM,Online,Enterprise,Zara Sorensen,1,829.48,0,829.48,554.33,Shipped
ORD-101558,2025-04-19,SKU-1013,Laptops,NA-E,Online,Mid-Market,Rania Eriksen,3,2073.19,0,6219.57,4171.95,Shipped
ORD-104596,2025-04-19,SKU-1068,Networking,NA-W,Direct,Consumer,Rania Eriksen,3,782.54,0.15,1995.48,1389.75,Shipped
ORD-100529,2025-04-20,SKU-1040,Monitors,UKI,Direct,Consumer,Darius Kaur,1,519.33,0.2,415.46,344.73,Pending
ORD-104333,2025-04-20,SKU-1004,Laptops,NA-W,Partner,Mid-Market,Hana Rossi,2,3198.86,0.15,5438.06,4438.18,Returned
ORD-104373,2025-04-20,SKU-1098,Storage,NA-E,Direct,SMB,Emeka Weber,1,587.94,0.2,470.35,407.17,Shipped
ORD-100808,2025-04-21,SKU-1106,Accessories,UKI,Direct,Enterprise,Rosa Marchetti,1,179.48,0,179.48,81.37,Returned
ORD-101679,2025-04-21,SKU-1001,Laptops,APAC-N,Retail,Enterprise,Emeka Lindqvist,1,1590.48,0.15,1351.91,1122.06,Shipped
ORD-101187,2025-04-22,SKU-1050,Peripherals,NA-W,Direct,Enterprise,Kwame Abara,7,335.4,0.2,1878.24,1327.83,Shipped
ORD-101220,2025-04-22,SKU-1006,Laptops,NA-E,Direct,Mid-Market,Darius Kaur,2,2229.97,0.05,4236.94,2967.66,Shipped
ORD-103195,2025-04-22,SKU-1113,Accessories,NA-E,Direct,Mid-Market,Elena Laurent,5,23.87,0.2,95.48,52.25,Pending
ORD-103584,2025-04-22,SKU-1024,Monitors,NA-W,Partner,SMB,Malik Kowalski,4,340.87,0.05,1295.31,886.36,Returned
ORD-101254,2025-04-23,SKU-1061,Networking,NA-W,Online,SMB,Fatima Iversen,3,1191.4,0.25,2680.65,2087.97,Shipped
ORD-103234,2025-04-23,SKU-1046,Peripherals,NA-W,Online,Consumer,Zara Sorensen,6,291.02,0.15,1484.2,895.74,Shipped
ORD-104300,2025-04-23,SKU-1043,Peripherals,LATAM,Partner,SMB,Bao Kaur,4,212.9,0.1,766.44,452.6,Shipped
ORD-104570,2025-04-23,SKU-1045,Peripherals,NA-W,Partner,Enterprise,Elena Okafor,3,388.64,0.25,874.44,626.37,Shipped
ORD-100230,2025-04-24,SKU-1088,Storage,APAC-N,Direct,Mid-Market,Chen Iversen,6,601.62,0.2,2887.78,2603.58,Shipped
ORD-100468,2025-04-24,SKU-1085,Storage,NA-E,Partner,Enterprise,Fatima Dahl,1,163.55,0.05,155.37,123.38,Shipped
ORD-101330,2025-04-24,SKU-1065,Networking,NA-E,Direct,Mid-Market,Petra Ibrahim,2,417.19,0.1,750.94,478.48,Returned
ORD-101682,2025-04-24,SKU-1096,Storage,NA-W,Direct,Mid-Market,Rosa Weber,2,924.54,0.1,1664.17,1329.96,Shipped
ORD-103620,2025-04-24,SKU-1113,Accessories,UKI,Partner,Mid-Market,Ada Zimmerman,7,23.87,0,167.09,73.15,Shipped
ORD-104146,2025-04-24,SKU-1110,Accessories,NA-E,Direct,Consumer,Ada Zimmerman,7,50.0,0.05,332.5,167.86,Shipped
ORD-102458,2025-04-25,SKU-1044,Peripherals,NORDIC,Online,Mid-Market,Elena Laurent,2,42.05,0.25,63.07,42.56,Shipped
ORD-103013,2025-04-25,SKU-1118,Accessories,DACH,Online,Consumer,Uma Okafor,11,143.1,0.1,1416.69,634.04,Returned
ORD-103687,2025-04-25,SKU-1085,Storage,NA-W,Direct,SMB,Emeka Lindqvist,9,163.55,0,1471.95,1110.42,Shipped
ORD-100243,2025-04-26,SKU-1053,Peripherals,UKI,Partner,Enterprise,Bao Alvarez,2,417.51,0.2,668.02,433.12,Shipped
ORD-101349,2025-04-26,SKU-1002,Laptops,NORDIC,Direct,Enterprise,Thea Ibrahim,4,3368.08,0.05,12798.7,9198.92,Shipped
ORD-101649,2025-04-26,SKU-1095,Storage,NA-E,Retail,SMB,Hana Rossi,2,537.52,0.2,860.03,770.34,Shipped
ORD-101728,2025-04-26,SKU-1080,Networking,NA-W,Online,Mid-Market,Thea Zhang,5,788.65,0,3943.25,2583.15,Shipped
ORD-102619,2025-04-26,SKU-1013,Laptops,NA-W,Partner,Enterprise,Uma Sandoval,1,2073.19,0,2073.19,1390.65,Shipped
ORD-103485,2025-04-26,SKU-1091,Storage,NA-E,Retail,Enterprise,Thea Ibrahim,4,949.67,0.05,3608.75,2798.04,Shipped
ORD-103957,2025-04-26,SKU-1022,Monitors,NA-E,Direct,SMB,Malik Eriksen,2,296.21,0,592.42,390.52,Shipped
ORD-101080,2025-04-27,SKU-1034,Monitors,NA-E,Direct,Mid-Market,Yusuf Fontaine,1,511.32,0.15,434.62,315.72,Shipped
ORD-101759,2025-04-27,SKU-1087,Storage,NA-W,Direct,SMB,Darius Kaur,3,222.44,0,667.32,452.43,Shipped
ORD-101783,2025-04-27,SKU-1007,Laptops,NA-E,Partner,Mid-Market,Rania Kaur,7,1513.38,0.2,8474.93,7432.18,Shipped
ORD-101865,2025-04-27,SKU-1008,Laptops,LATAM,Direct,Mid-Market,Malik Kowalski,6,2860.19,0.15,14586.97,11939.58,Returned
ORD-102739,2025-04-27,SKU-1043,Peripherals,LATAM,Online,Consumer,Nikolai Jensen,8,212.9,0.25,1277.4,905.2,Shipped
ORD-103192,2025-04-27,SKU-1025,Monitors,NA-E,Online,SMB,Darius Kaur,1,577.77,0.05,548.88,398.01,Shipped
ORD-104002,2025-04-27,SKU-1051,Peripherals,LATAM,Partner,SMB,Zara Fontaine,2,311.03,0.05,590.96,356.36,Shipped
ORD-104041,2025-04-27,SKU-1086,Storage,NORDIC,Partner,SMB,Kwame Abara,5,1066.03,0.05,5063.64,3532.2,Shipped
ORD-100301,2025-04-28,SKU-1057,Peripherals,APAC-N,Direct,Consumer,Bao Kaur,1,457.5,0.1,411.75,228.53,Shipped
ORD-101870,2025-04-28,SKU-1104,Accessories,NA-E,Partner,Consumer,Uma Okafor,1,40.52,0.2,32.42,19.34,Shipped
ORD-103910,2025-04-28,SKU-1005,Laptops,UKI,Partner,Enterprise,Kwame Abara,2,1611.9,0,3223.8,2064.58,Returned
ORD-104925,2025-04-28,SKU-1031,Monitors,DACH,Online,Mid-Market,Elena Laurent,1,953.0,0.2,762.4,667.83,Pending
ORD-100098,2025-04-29,SKU-1107,Accessories,NA-E,Partner,Consumer,Zara Sorensen,1,92.86,0.2,74.29,37.72,Shipped
ORD-100823,2025-04-29,SKU-1087,Storage,DACH,Direct,SMB,Bao Kaur,3,222.44,0.15,567.22,452.43,Shipped
ORD-101074,2025-04-29,SKU-1042,Peripherals,NA-E,Partner,SMB,Adaeze Marchetti,6,84.72,0.1,457.49,279.06,Shipped
ORD-101236,2025-04-29,SKU-1062,Networking,NORDIC,Partner,Enterprise,Petra Ibrahim,1,864.38,0.05,821.16,541.69,Shipped
ORD-102795,2025-04-29,SKU-1107,Accessories,NA-E,Partner,Consumer,Bao Kaur,1,92.86,0,92.86,37.72,Shipped
ORD-104000,2025-04-29,SKU-1049,Peripherals,UKI,Direct,Mid-Market,Emeka Lindqvist,1,426.32,0.2,341.06,231.11,Shipped
ORD-104630,2025-04-29,SKU-1098,Storage,NA-E,Direct,Consumer,Chen Iversen,7,587.94,0.2,3292.46,2850.19,Shipped
ORD-102661,2025-04-30,SKU-1059,Peripherals,NORDIC,Partner,SMB,Thea Zhang,2,294.39,0.15,500.46,289.66,Shipped
ORD-102817,2025-04-30,SKU-1102,Accessories,DACH,Online,SMB,Kwame Abara,1,198.44,0,198.44,92.26,Shipped
ORD-103090,2025-04-30,SKU-1096,Storage,NORDIC,Online,Consumer,Petra Ibrahim,1,924.54,0,924.54,664.98,Returned
ORD-103697,2025-04-30,SKU-1087,Storage,APAC-S,Direct,SMB,Elena Okafor,2,222.44,0.05,422.64,301.62,Shipped
ORD-100080,2025-05-01,SKU-1071,Networking,UKI,Partner,SMB,Malik Eriksen,3,827.39,0.15,2109.84,1586.13,Shipped
ORD-101034,2025-05-01,SKU-1048,Peripherals,APAC-N,Direct,Mid-Market,Elena Laurent,2,405.97,0,811.94,401.28,Returned
ORD-102387,2025-05-01,SKU-1098,Storage,APAC-S,Partner,Mid-Market,Ada Zimmerman,1,587.94,0.25,440.96,407.17,Pending
ORD-103070,2025-05-01,SKU-1046,Peripherals,NA-E,Online,Enterprise,Petra Ibrahim,1,291.02,0,291.02,149.29,Returned
ORD-103842,2025-05-01,SKU-1032,Monitors,NA-W,Online,Mid-Market,Emeka Lindqvist,1,929.07,0.1,836.16,585.49,Returned
ORD-104156,2025-05-01,SKU-1084,Storage,UKI,Online,Consumer,Malik Andersen,1,497.7,0.15,423.04,364.58,Shipped
ORD-104463,2025-05-01,SKU-1060,Peripherals,NA-W,Online,Consumer,Elena Laurent,1,299.52,0.15,254.59,169.65,Shipped
ORD-100506,2025-05-02,SKU-1114,Accessories,NA-E,Online,SMB,Wei Tanaka,5,150.14,0,750.7,362.35,Shipped
ORD-101602,2025-05-02,SKU-1087,Storage,NA-W,Direct,Enterprise,Bruno Zhang,5,222.44,0.2,889.76,754.05,Pending
ORD-102010,2025-05-02,SKU-1039,Monitors,NA-E,Direct,SMB,Hana Rossi,2,1201.03,0.05,2281.96,1496.26,Pending
ORD-102291,2025-05-02,SKU-1012,Laptops,APAC-N,Partner,Enterprise,Bao Alvarez,5,3047.46,0.25,11427.97,10511.95,Shipped
ORD-101341,2025-05-04,SKU-1025,Monitors,NA-W,Retail,Enterprise,Chen Iversen,3,577.77,0.2,1386.65,1194.03,Pending
ORD-102519,2025-05-04,SKU-1087,Storage,LATAM,Partner,SMB,Nikolai Jensen,10,222.44,0,2224.4,1508.1,Shipped
ORD-103488,2025-05-04,SKU-1021,Monitors,LATAM,Online,SMB,Zara Sorensen,2,444.75,0.1,800.55,606.32,Shipped
ORD-103267,2025-05-05,SKU-1119,Accessories,NORDIC,Partner,Enterprise,Ada Singh,3,84.73,0.15,216.06,124.68,Shipped
ORD-103496,2025-05-05,SKU-1091,Storage,NA-W,Online,SMB,Fatima Iversen,3,949.67,0.05,2706.56,2098.53,Shipped
ORD-103874,2025-05-05,SKU-1001,Laptops,LATAM,Direct,SMB,Zara Fontaine,5,1590.48,0.2,6361.92,5610.3,Shipped
ORD-104325,2025-05-05,SKU-1016,Laptops,NA-E,Direct,Consumer,Ada Singh,12,3292.27,0.05,37531.88,26736.48,Shipped
ORD-100470,2025-05-06,SKU-1008,Laptops,APAC-S,Direct,Mid-Market,Greta Haddad,4,2860.19,0.05,10868.72,7959.72,Returned
ORD-101539,2025-05-06,SKU-1042,Peripherals,NA-E,Direct,Enterprise,Uma Sandoval,2,84.72,0.05,160.97,93.02,Returned
ORD-101935,2025-05-06,SKU-1033,Monitors,APAC-N,Retail,Mid-Market,Yusuf Fontaine,3,617.73,0.1,1667.87,1200.75,Pending
ORD-104462,2025-05-06,SKU-1116,Accessories,LATAM,Direct,Enterprise,Paulo Carvalho,17,147.71,0.05,2385.52,1233.01,Shipped
ORD-101282,2025-05-07,SKU-1094,Storage,UKI,Partner,Enterprise,Fatima Dahl,5,321.11,0.05,1525.27,1124.45,Shipped
ORD-102454,2025-05-07,SKU-1113,Accessories,LATAM,Online,SMB,Yara Eriksen,4,23.87,0.15,81.16,41.8,Shipped
ORD-103846,2025-05-07,SKU-1089,Storage,NA-E,Direct,Consumer,Kwame Abara,2,512.43,0.2,819.89,679.4,Shipped
ORD-104245,2025-05-07,SKU-1100,Storage,LATAM,Direct,SMB,Emeka Weber,2,754.71,0.2,1207.54,999.72,Shipped
ORD-101243,2025-05-08,SKU-1017,Laptops,NA-E,Retail,Mid-Market,Emeka Lindqvist,3,3083.45,0,9250.35,6541.47,Shipped
ORD-101295,2025-05-08,SKU-1022,Monitors,NA-W,Online,Mid-Market,Bao Alvarez,5,296.21,0.15,1258.89,976.3,Shipped
ORD-102155,2025-05-08,SKU-1090,Storage,NA-E,Online,Enterprise,Uma Okafor,1,853.08,0,853.08,563.34,Pending
ORD-104266,2025-05-08,SKU-1089,Storage,NA-E,Partner,SMB,Yusuf Fontaine,1,512.43,0,512.43,339.7,Pending
ORD-104583,2025-05-08,SKU-1083,Storage,NA-E,Direct,Mid-Market,Bruno Zhang,3,132.45,0.1,357.61,267.63,Shipped
ORD-100020,2025-05-09,SKU-1031,Monitors,NA-E,Direct,Mid-Market,Sana Lindqvist,1,953.0,0.1,857.7,667.83,Shipped
ORD-102054,2025-05-09,SKU-1061,Networking,UKI,Online,Enterprise,Yusuf Fontaine,9,1191.4,0,10722.6,6263.91,Returned
ORD-100573,2025-05-10,SKU-1010,Laptops,UKI,Partner,Mid-Market,Ivan Kaur,15,1514.87,0,22723.05,16353.45,Returned
ORD-100713,2025-05-10,SKU-1009,Laptops,DACH,Partner,Consumer,Adaeze Marchetti,4,3341.5,0,13366.0,9274.32,Shipped
ORD-102431,2025-05-10,SKU-1036,Monitors,NA-W,Online,Mid-Market,Adaeze Marchetti,3,1180.66,0.2,2833.58,2301.99,Pending
ORD-102931,2025-05-10,SKU-1068,Networking,UKI,Online,Mid-Market,Ivan Kaur,1,782.54,0,782.54,463.25,Shipped
ORD-103143,2025-05-10,SKU-1102,Accessories,DACH,Direct,Mid-Market,Bao Kaur,7,198.44,0.1,1250.17,645.82,Returned
ORD-104285,2025-05-10,SKU-1105,Accessories,NA-E,Direct,Mid-Market,Nikolai Jensen,4,139.86,0,559.44,243.88,Shipped
ORD-100474,2025-05-11,SKU-1016,Laptops,NA-E,Online,Mid-Market,Paulo Carvalho,3,3292.27,0,9876.81,6684.12,Shipped
ORD-101662,2025-05-11,SKU-1006,Laptops,DACH,Retail,Consumer,Zara Sorensen,1,2229.97,0.05,2118.47,1483.83,Shipped
ORD-102384,2025-05-11,SKU-1088,Storage,NA-E,Partner,Enterprise,Uma Sandoval,3,601.62,0,1804.86,1301.79,Returned
ORD-102481,2025-05-11,SKU-1084,Storage,APAC-S,Direct,Enterprise,Kwame Abara,2,497.7,0.2,796.32,729.16,Returned
ORD-103232,2025-05-11,SKU-1092,Storage,LATAM,Direct,SMB,Thea Zhang,4,227.16,0.05,863.21,642.6,Pending
ORD-103371,2025-05-11,SKU-1077,Networking,NA-E,Direct,SMB,Hana Rossi,2,740.62,0.2,1184.99,899.88,Returned
ORD-104160,2025-05-11,SKU-1105,Accessories,NA-E,Retail,Consumer,Fatima Bennett,2,139.86,0.15,237.76,121.94,Shipped
ORD-100461,2025-05-12,SKU-1045,Peripherals,APAC-S,Online,SMB,Emeka Weber,2,388.64,0,777.28,417.58,Returned
ORD-101478,2025-05-12,SKU-1095,Storage,DACH,Direct,Mid-Market,Malik Andersen,1,537.52,0,537.52,385.17,Shipped
ORD-102188,2025-05-12,SKU-1020,Laptops,NA-W,Online,Enterprise,Emeka Weber,13,3674.26,0.1,42988.84,31079.36,Shipped
ORD-104347,2025-05-12,SKU-1064,Networking,APAC-N,Online,SMB,Viktor Zhang,5,2008.03,0,10040.15,6091.0,Shipped
ORD-104467,2025-05-12,SKU-1005,Laptops,APAC-N,Online,Mid-Market,Ivan Kaur,1,1611.9,0,1611.9,1032.29,Pending
ORD-104699,2025-05-12,SKU-1087,Storage,NA-W,Direct,Mid-Market,Rosa Weber,3,222.44,0.25,500.49,452.43,Returned
ORD-103502,2025-05-13,SKU-1024,Monitors,LATAM,Partner,Mid-Market,Elena Laurent,1,340.87,0.1,306.78,221.59,Pending
ORD-103913,2025-05-13,SKU-1037,Monitors,NA-W,Partner,Mid-Market,Elena Kaur,2,1230.78,0,2461.56,1565.38,Pending
ORD-100293,2025-05-14,SKU-1093,Storage,DACH,Online,Mid-Market,Rania Eriksen,4,856.06,0,3424.24,2513.12,Returned
ORD-100646,2025-05-14,SKU-1019,Laptops,DACH,Partner,Mid-Market,Nadia Kowalski,2,1704.93,0.1,3068.87,2350.94,Shipped
